,Winner,MatchID,Team1,Team2,Year,WinRateVsTeam,T1WinRate,T2WinRate,MatchCt2,TotInnings2,NotOuts2,MaxInnScore2,BatAvg2,BatStrRate2,Stumpings2,Run/Inning2,BallsFaced/Inning2,Hundreds2,Fifties2,4/Inning2,6/Inning2,Catch/Inning2,BowlInns2,BowlAvg2,EconRate2,BowlStrRate2,BallBowl/Inning2,RunConc/Inning2,WickTake/Inning2,MatchCt1,TotInnings1,NotOuts1,MaxInnScore1,BatAvg1,BatStrRate1,Stumpings1,Run/Inning1,BallsFaced/Inning1,Hundreds1,Fifties1,4/Inning1,6/Inning1,Catch/Inning1,BowlInns1,BowlAvg1,EconRate1,BowlStrRate1,BallBowl/Inning1,RunConc/Inning1,WickTake/Inning1
210,1,210,Pakistan,Sri Lanka,2012,0.84,0.55,0.45,1106,58.81818182,8.909090909,94.90909091,28.14545455,88.93818182,0.181818182,259.5534898,296.3754849,0.12599057800000002,1.5682797130000001,23.95182954,5.356120932,3.922753087,72.8,44.218999999999994,5.53,47.34,378.5844006,351.5770514,8.984971429,1012,69.90909091,10.81818182,114.6363636,39.55,85.58909091,2.090909091,357.77045860000004,419.1823957,0.977676243,1.7673766830000002,30.65695002,4.431473784,5.589404876000001,51.375,35.865,5.32375,40.6,375.8177918,335.6908983,10.00153228
211,1,211,Pakistan,Sri Lanka,2012,0.73,0.54,0.47,1106,58.81818182,8.909090909,94.90909091,28.14545455,88.93818182,0.181818182,259.5534898,296.3754849,0.12599057800000002,1.5682797130000001,23.95182954,5.356120932,3.922753087,72.8,44.218999999999994,5.53,47.34,378.5844006,351.5770514,8.984971429,1012,69.90909091,10.81818182,114.6363636,39.55,85.58909091,2.090909091,357.77045860000004,419.1823957,0.977676243,1.7673766830000002,30.65695002,4.431473784,5.589404876000001,51.375,35.865,5.32375,40.6,375.8177918,335.6908983,10.00153228
212,1,212,West Indies,England,2012,0.0,0.31,0.54,1234,75.0,11.09090909,114.6363636,34.09818182,91.85818182,2.8181818180000002,324.46461139999997,348.95982710000004,0.6466302389999999,1.677090494,31.03043698,7.153609707,5.975101276,61.5,38.58625,5.93,39.275,366.6842396,358.62314510000004,9.681132909,878,71.44444444,7.444444444,117.0,29.23666667,81.80222222,1.0,233.7459018,270.22873250000004,0.46663210299999996,0.961340582,19.792667,7.141777602,4.722404377,55.1,50.865,5.693,53.28,437.0730411,413.7886358,11.59178961
213,1,213,Pakistan,Sri Lanka,2012,0.64,0.52,0.48,1106,58.81818182,8.909090909,94.90909091,28.14545455,88.93818182,0.181818182,259.5534898,296.3754849,0.12599057800000002,1.5682797130000001,23.95182954,5.356120932,3.922753087,72.8,44.218999999999994,5.53,47.34,378.5844006,351.5770514,8.984971429,1012,69.90909091,10.81818182,114.6363636,39.55,85.58909091,2.090909091,357.77045860000004,419.1823957,0.977676243,1.7673766830000002,30.65695002,4.431473784,5.589404876000001,51.375,35.865,5.32375,40.6,375.8177918,335.6908983,10.00153228
214,1,214,West Indies,England,2012,0.0,0.3,0.56,1234,75.0,11.09090909,114.6363636,34.09818182,91.85818182,2.8181818180000002,324.46461139999997,348.95982710000004,0.6466302389999999,1.677090494,31.03043698,7.153609707,5.975101276,61.5,38.58625,5.93,39.275,366.6842396,358.62314510000004,9.681132909,878,71.44444444,7.444444444,117.0,29.23666667,81.80222222,1.0,233.7459018,270.22873250000004,0.46663210299999996,0.961340582,19.792667,7.141777602,4.722404377,55.1,50.865,5.693,53.28,437.0730411,413.7886358,11.59178961
215,1,215,Australia,England,2012,0.74,0.63,0.57,1234,75.0,11.09090909,114.6363636,34.09818182,91.85818182,2.8181818180000002,324.46461139999997,348.95982710000004,0.6466302389999999,1.677090494,31.03043698,7.153609707,5.975101276,61.5,38.58625,5.93,39.275,366.6842396,358.62314510000004,9.681132909,814,67.625,5.25,131.75,39.115,91.815,0.375,283.6594256,315.17229610000004,0.553567134,1.5766912730000002,26.57881538,5.116815544,4.135243238,39.375,33.33375,5.34875,37.45,402.16451960000006,358.05954160000005,11.63077312
216,1,216,Australia,England,2012,0.64,0.61,0.59,1234,75.0,11.09090909,114.6363636,34.09818182,91.85818182,2.8181818180000002,324.46461139999997,348.95982710000004,0.6466302389999999,1.677090494,31.03043698,7.153609707,5.975101276,61.5,38.58625,5.93,39.275,366.6842396,358.62314510000004,9.681132909,814,67.625,5.25,131.75,39.115,91.815,0.375,283.6594256,315.17229610000004,0.553567134,1.5766912730000002,26.57881538,5.116815544,4.135243238,39.375,33.33375,5.34875,37.45,402.16451960000006,358.05954160000005,11.63077312
217,1,217,New Zealand,West Indies,2012,0.5,0.29,0.29,878,71.44444444,7.444444444,117.0,29.23666667,81.80222222,1.0,233.7459018,270.22873250000004,0.46663210299999996,0.961340582,19.792667,7.141777602,4.722404377,55.1,50.865,5.693,53.28,437.0730411,413.7886358,11.59178961,1157,86.22222222,13.0,125.1111111,35.52,92.47222222,0.7777777779999999,264.3940013,295.0614978,0.353888414,1.455966352,23.52713587,5.528132681000001,4.456427532,55.25,33.105,5.42625,36.8,378.7612403,341.11830560000004,10.9069282
218,1,218,Australia,England,2012,0.56,0.59,0.6,1234,75.0,11.09090909,114.6363636,34.09818182,91.85818182,2.8181818180000002,324.46461139999997,348.95982710000004,0.6466302389999999,1.677090494,31.03043698,7.153609707,5.975101276,61.5,38.58625,5.93,39.275,366.6842396,358.62314510000004,9.681132909,814,67.625,5.25,131.75,39.115,91.815,0.375,283.6594256,315.17229610000004,0.553567134,1.5766912730000002,26.57881538,5.116815544,4.135243238,39.375,33.33375,5.34875,37.45,402.16451960000006,358.05954160000005,11.63077312
219,1,219,New Zealand,West Indies,2012,0.0,0.27,0.31,878,71.44444444,7.444444444,117.0,29.23666667,81.80222222,1.0,233.7459018,270.22873250000004,0.46663210299999996,0.961340582,19.792667,7.141777602,4.722404377,55.1,50.865,5.693,53.28,437.0730411,413.7886358,11.59178961,1157,86.22222222,13.0,125.1111111,35.52,92.47222222,0.7777777779999999,264.3940013,295.0614978,0.353888414,1.455966352,23.52713587,5.528132681000001,4.456427532,55.25,33.105,5.42625,36.8,378.7612403,341.11830560000004,10.9069282
220,1,220,Australia,England,2012,0.5,0.58,0.62,1234,75.0,11.09090909,114.6363636,34.09818182,91.85818182,2.8181818180000002,324.46461139999997,348.95982710000004,0.6466302389999999,1.677090494,31.03043698,7.153609707,5.975101276,61.5,38.58625,5.93,39.275,366.6842396,358.62314510000004,9.681132909,814,67.625,5.25,131.75,39.115,91.815,0.375,283.6594256,315.17229610000004,0.553567134,1.5766912730000002,26.57881538,5.116815544,4.135243238,39.375,33.33375,5.34875,37.45,402.16451960000006,358.05954160000005,11.63077312
221,0,221,New Zealand,West Indies,2012,0.0,0.25,0.34,878,71.44444444,7.444444444,117.0,29.23666667,81.80222222,1.0,233.7459018,270.22873250000004,0.46663210299999996,0.961340582,19.792667,7.141777602,4.722404377,55.1,50.865,5.693,53.28,437.0730411,413.7886358,11.59178961,1157,86.22222222,13.0,125.1111111,35.52,92.47222222,0.7777777779999999,264.3940013,295.0614978,0.353888414,1.455966352,23.52713587,5.528132681000001,4.456427532,55.25,33.105,5.42625,36.8,378.7612403,341.11830560000004,10.9069282
222,1,222,New Zealand,West Indies,2012,0.32999999999999996,0.29,0.33,878,71.44444444,7.444444444,117.0,29.23666667,81.80222222,1.0,233.7459018,270.22873250000004,0.46663210299999996,0.961340582,19.792667,7.141777602,4.722404377,55.1,50.865,5.693,53.28,437.0730411,413.7886358,11.59178961,1157,86.22222222,13.0,125.1111111,35.52,92.47222222,0.7777777779999999,264.3940013,295.0614978,0.353888414,1.455966352,23.52713587,5.528132681000001,4.456427532,55.25,33.105,5.42625,36.8,378.7612403,341.11830560000004,10.9069282
223,1,223,New Zealand,West Indies,2012,0.25,0.28,0.35,878,71.44444444,7.444444444,117.0,29.23666667,81.80222222,1.0,233.7459018,270.22873250000004,0.46663210299999996,0.961340582,19.792667,7.141777602,4.722404377,55.1,50.865,5.693,53.28,437.0730411,413.7886358,11.59178961,1157,86.22222222,13.0,125.1111111,35.52,92.47222222,0.7777777779999999,264.3940013,295.0614978,0.353888414,1.455966352,23.52713587,5.528132681000001,4.456427532,55.25,33.105,5.42625,36.8,378.7612403,341.11830560000004,10.9069282
224,0,224,India,Sri Lanka,2012,0.62,0.62,0.49,1106,58.81818182,8.909090909,94.90909091,28.14545455,88.93818182,0.181818182,259.5534898,296.3754849,0.12599057800000002,1.5682797130000001,23.95182954,5.356120932,3.922753087,72.8,44.218999999999994,5.53,47.34,378.5844006,351.5770514,8.984971429,1573,110.0,23.1,128.8,40.327,91.667,12.7,324.72040510000005,356.84808250000003,0.584724017,1.519687664,29.455556,6.409462448999999,6.5992636860000005,59.11111111,37.17555556,5.11,42.77777778,411.3726391,347.58216219999997,11.74699195
225,1,225,India,Sri Lanka,2012,0.6699999999999999,0.63,0.48,1106,58.81818182,8.909090909,94.90909091,28.14545455,88.93818182,0.181818182,259.5534898,296.3754849,0.12599057800000002,1.5682797130000001,23.95182954,5.356120932,3.922753087,72.8,44.218999999999994,5.53,47.34,378.5844006,351.5770514,8.984971429,1573,110.0,23.1,128.8,40.327,91.667,12.7,324.72040510000005,356.84808250000003,0.584724017,1.519687664,29.455556,6.409462448999999,6.5992636860000005,59.11111111,37.17555556,5.11,42.77777778,411.3726391,347.58216219999997,11.74699195
226,0,226,India,Sri Lanka,2012,0.6,0.61,0.49,1106,58.81818182,8.909090909,94.90909091,28.14545455,88.93818182,0.181818182,259.5534898,296.3754849,0.12599057800000002,1.5682797130000001,23.95182954,5.356120932,3.922753087,72.8,44.218999999999994,5.53,47.34,378.5844006,351.5770514,8.984971429,1573,110.0,23.1,128.8,40.327,91.667,12.7,324.72040510000005,356.84808250000003,0.584724017,1.519687664,29.455556,6.409462448999999,6.5992636860000005,59.11111111,37.17555556,5.11,42.77777778,411.3726391,347.58216219999997,11.74699195
227,0,227,India,Sri Lanka,2012,0.64,0.62,0.48,1106,58.81818182,8.909090909,94.90909091,28.14545455,88.93818182,0.181818182,259.5534898,296.3754849,0.12599057800000002,1.5682797130000001,23.95182954,5.356120932,3.922753087,72.8,44.218999999999994,5.53,47.34,378.5844006,351.5770514,8.984971429,1573,110.0,23.1,128.8,40.327,91.667,12.7,324.72040510000005,356.84808250000003,0.584724017,1.519687664,29.455556,6.409462448999999,6.5992636860000005,59.11111111,37.17555556,5.11,42.77777778,411.3726391,347.58216219999997,11.74699195
228,0,228,India,Sri Lanka,2012,0.6699999999999999,0.63,0.47,1106,58.81818182,8.909090909,94.90909091,28.14545455,88.93818182,0.181818182,259.5534898,296.3754849,0.12599057800000002,1.5682797130000001,23.95182954,5.356120932,3.922753087,72.8,44.218999999999994,5.53,47.34,378.5844006,351.5770514,8.984971429,1573,110.0,23.1,128.8,40.327,91.667,12.7,324.72040510000005,356.84808250000003,0.584724017,1.519687664,29.455556,6.409462448999999,6.5992636860000005,59.11111111,37.17555556,5.11,42.77777778,411.3726391,347.58216219999997,11.74699195
229,0,229,Australia,Afghanistan,2012,0.5,0.57,0.0,848,59.66666667,5.555555556,104.4444444,29.14666667,76.08444444,2.777777778,238.36762630000004,320.2495313,0.19542241300000002,1.476208661,20.356499399999997,5.242254476,3.357003162,50.44444444,27.53888889,4.755555556,34.37777778,390.0914769,299.87778460000004,12.16941102,814,67.625,5.25,131.75,39.115,91.815,0.375,283.6594256,315.17229610000004,0.553567134,1.5766912730000002,26.57881538,5.116815544,4.135243238,39.375,33.33375,5.34875,37.45,402.16451960000006,358.05954160000005,11.63077312
230,0,230,South Africa,England,2012,0.0,0.65,0.63,1234,75.0,11.09090909,114.6363636,34.09818182,91.85818182,2.8181818180000002,324.46461139999997,348.95982710000004,0.6466302389999999,1.677090494,31.03043698,7.153609707,5.975101276,61.5,38.58625,5.93,39.275,366.6842396,358.62314510000004,9.681132909,1143,101.7142857,15.85714286,138.71428569999998,48.00142857,88.97,1.142857143,258.1478865,293.82084189999995,0.44593466299999995,1.543091849,23.53281247,3.859680402,4.598363514,57.11111111,28.64,5.077777778,33.61111111,413.5279988,348.3160857,13.1224261
231,1,231,Pakistan,Australia,2012,0.29000000000000004,0.5,0.58,814,67.625,5.25,131.75,39.115,91.815,0.375,283.6594256,315.17229610000004,0.553567134,1.5766912730000002,26.57881538,5.116815544,4.135243238,39.375,33.33375,5.34875,37.45,402.16451960000006,358.05954160000005,11.63077312,1012,69.90909091,10.81818182,114.6363636,39.55,85.58909091,2.090909091,357.77045860000004,419.1823957,0.977676243,1.7673766830000002,30.65695002,4.431473784,5.589404876000001,51.375,35.865,5.32375,40.6,375.8177918,335.6908983,10.00153228
232,1,232,South Africa,England,2012,0.6,0.67,0.61,1234,75.0,11.09090909,114.6363636,34.09818182,91.85818182,2.8181818180000002,324.46461139999997,348.95982710000004,0.6466302389999999,1.677090494,31.03043698,7.153609707,5.975101276,61.5,38.58625,5.93,39.275,366.6842396,358.62314510000004,9.681132909,1143,101.7142857,15.85714286,138.71428569999998,48.00142857,88.97,1.142857143,258.1478865,293.82084189999995,0.44593466299999995,1.543091849,23.53281247,3.859680402,4.598363514,57.11111111,28.64,5.077777778,33.61111111,413.5279988,348.3160857,13.1224261
233,0,233,Pakistan,Australia,2012,0.19999999999999996,0.49,0.59,814,67.625,5.25,131.75,39.115,91.815,0.375,283.6594256,315.17229610000004,0.553567134,1.5766912730000002,26.57881538,5.116815544,4.135243238,39.375,33.33375,5.34875,37.45,402.16451960000006,358.05954160000005,11.63077312,1012,69.90909091,10.81818182,114.6363636,39.55,85.58909091,2.090909091,357.77045860000004,419.1823957,0.977676243,1.7673766830000002,30.65695002,4.431473784,5.589404876000001,51.375,35.865,5.32375,40.6,375.8177918,335.6908983,10.00153228
234,1,234,South Africa,England,2012,0.38,0.64,0.62,1234,75.0,11.09090909,114.6363636,34.09818182,91.85818182,2.8181818180000002,324.46461139999997,348.95982710000004,0.6466302389999999,1.677090494,31.03043698,7.153609707,5.975101276,61.5,38.58625,5.93,39.275,366.6842396,358.62314510000004,9.681132909,1143,101.7142857,15.85714286,138.71428569999998,48.00142857,88.97,1.142857143,258.1478865,293.82084189999995,0.44593466299999995,1.543091849,23.53281247,3.859680402,4.598363514,57.11111111,28.64,5.077777778,33.61111111,413.5279988,348.3160857,13.1224261
235,1,235,Pakistan,Australia,2012,0.38,0.5,0.57,814,67.625,5.25,131.75,39.115,91.815,0.375,283.6594256,315.17229610000004,0.553567134,1.5766912730000002,26.57881538,5.116815544,4.135243238,39.375,33.33375,5.34875,37.45,402.16451960000006,358.05954160000005,11.63077312,1012,69.90909091,10.81818182,114.6363636,39.55,85.58909091,2.090909091,357.77045860000004,419.1823957,0.977676243,1.7673766830000002,30.65695002,4.431473784,5.589404876000001,51.375,35.865,5.32375,40.6,375.8177918,335.6908983,10.00153228
236,0,236,South Africa,England,2012,0.27,0.61,0.63,1234,75.0,11.09090909,114.6363636,34.09818182,91.85818182,2.8181818180000002,324.46461139999997,348.95982710000004,0.6466302389999999,1.677090494,31.03043698,7.153609707,5.975101276,61.5,38.58625,5.93,39.275,366.6842396,358.62314510000004,9.681132909,1143,101.7142857,15.85714286,138.71428569999998,48.00142857,88.97,1.142857143,258.1478865,293.82084189999995,0.44593466299999995,1.543091849,23.53281247,3.859680402,4.598363514,57.11111111,28.64,5.077777778,33.61111111,413.5279988,348.3160857,13.1224261
237,1,237,New Zealand,Sri Lanka,2012,0.0,0.27,0.46,1106,58.81818182,8.909090909,94.90909091,28.14545455,88.93818182,0.181818182,259.5534898,296.3754849,0.12599057800000002,1.5682797130000001,23.95182954,5.356120932,3.922753087,72.8,44.218999999999994,5.53,47.34,378.5844006,351.5770514,8.984971429,1157,86.22222222,13.0,125.1111111,35.52,92.47222222,0.7777777779999999,264.3940013,295.0614978,0.353888414,1.455966352,23.52713587,5.528132681000001,4.456427532,55.25,33.105,5.42625,36.8,378.7612403,341.11830560000004,10.9069282
238,1,238,New Zealand,Sri Lanka,2012,0.0,0.25,0.47,1106,58.81818182,8.909090909,94.90909091,28.14545455,88.93818182,0.181818182,259.5534898,296.3754849,0.12599057800000002,1.5682797130000001,23.95182954,5.356120932,3.922753087,72.8,44.218999999999994,5.53,47.34,378.5844006,351.5770514,8.984971429,1157,86.22222222,13.0,125.1111111,35.52,92.47222222,0.7777777779999999,264.3940013,295.0614978,0.353888414,1.455966352,23.52713587,5.528132681000001,4.456427532,55.25,33.105,5.42625,36.8,378.7612403,341.11830560000004,10.9069282
239,1,239,New Zealand,Sri Lanka,2012,0.0,0.24,0.48,1106,58.81818182,8.909090909,94.90909091,28.14545455,88.93818182,0.181818182,259.5534898,296.3754849,0.12599057800000002,1.5682797130000001,23.95182954,5.356120932,3.922753087,72.8,44.218999999999994,5.53,47.34,378.5844006,351.5770514,8.984971429,1157,86.22222222,13.0,125.1111111,35.52,92.47222222,0.7777777779999999,264.3940013,295.0614978,0.353888414,1.455966352,23.52713587,5.528132681000001,4.456427532,55.25,33.105,5.42625,36.8,378.7612403,341.11830560000004,10.9069282
240,1,240,West Indies,Bangladesh,2012,0.75,0.37,0.26,1343,82.18181818,12.09090909,102.3636364,31.04181818,81.05181818,4.090909091,286.6952818,355.42432460000003,0.247251626,1.731381552,27.16384747,4.703702853,4.966758145,89.75,33.1775,5.1075,39.55,377.2966166,321.1411027,10.68003244,878,71.44444444,7.444444444,117.0,29.23666667,81.80222222,1.0,233.7459018,270.22873250000004,0.46663210299999996,0.961340582,19.792667,7.141777602,4.722404377,55.1,50.865,5.693,53.28,437.0730411,413.7886358,11.59178961
241,1,241,West Indies,Bangladesh,2012,0.55,0.36,0.3,1343,82.18181818,12.09090909,102.3636364,31.04181818,81.05181818,4.090909091,286.6952818,355.42432460000003,0.247251626,1.731381552,27.16384747,4.703702853,4.966758145,89.75,33.1775,5.1075,39.55,377.2966166,321.1411027,10.68003244,878,71.44444444,7.444444444,117.0,29.23666667,81.80222222,1.0,233.7459018,270.22873250000004,0.46663210299999996,0.961340582,19.792667,7.141777602,4.722404377,55.1,50.865,5.693,53.28,437.0730411,413.7886358,11.59178961
242,0,242,West Indies,Bangladesh,2012,0.43000000000000005,0.35,0.33,1343,82.18181818,12.09090909,102.3636364,31.04181818,81.05181818,4.090909091,286.6952818,355.42432460000003,0.247251626,1.731381552,27.16384747,4.703702853,4.966758145,89.75,33.1775,5.1075,39.55,377.2966166,321.1411027,10.68003244,878,71.44444444,7.444444444,117.0,29.23666667,81.80222222,1.0,233.7459018,270.22873250000004,0.46663210299999996,0.961340582,19.792667,7.141777602,4.722404377,55.1,50.865,5.693,53.28,437.0730411,413.7886358,11.59178961
243,0,243,West Indies,Bangladesh,2012,0.53,0.37,0.31,1343,82.18181818,12.09090909,102.3636364,31.04181818,81.05181818,4.090909091,286.6952818,355.42432460000003,0.247251626,1.731381552,27.16384747,4.703702853,4.966758145,89.75,33.1775,5.1075,39.55,377.2966166,321.1411027,10.68003244,878,71.44444444,7.444444444,117.0,29.23666667,81.80222222,1.0,233.7459018,270.22873250000004,0.46663210299999996,0.961340582,19.792667,7.141777602,4.722404377,55.1,50.865,5.693,53.28,437.0730411,413.7886358,11.59178961
244,1,244,West Indies,Bangladesh,2012,0.6,0.38,0.3,1343,82.18181818,12.09090909,102.3636364,31.04181818,81.05181818,4.090909091,286.6952818,355.42432460000003,0.247251626,1.731381552,27.16384747,4.703702853,4.966758145,89.75,33.1775,5.1075,39.55,377.2966166,321.1411027,10.68003244,878,71.44444444,7.444444444,117.0,29.23666667,81.80222222,1.0,233.7459018,270.22873250000004,0.46663210299999996,0.961340582,19.792667,7.141777602,4.722404377,55.1,50.865,5.693,53.28,437.0730411,413.7886358,11.59178961
245,0,245,Pakistan,India,2012,0.0,0.49,0.64,1573,110.0,23.1,128.8,40.327,91.667,12.7,324.72040510000005,356.84808250000003,0.584724017,1.519687664,29.455556,6.409462448999999,6.5992636860000005,59.11111111,37.17555556,5.11,42.77777778,411.3726391,347.58216219999997,11.74699195,1012,69.90909091,10.81818182,114.6363636,39.55,85.58909091,2.090909091,357.77045860000004,419.1823957,0.977676243,1.7673766830000002,30.65695002,4.431473784,5.589404876000001,51.375,35.865,5.32375,40.6,375.8177918,335.6908983,10.00153228
246,0,246,Pakistan,India,2013,0.32999999999999996,0.5,0.63,1573,110.0,23.1,128.8,40.327,91.667,12.7,324.72040510000005,356.84808250000003,0.584724017,1.519687664,29.455556,6.409462448999999,6.5992636860000005,59.11111111,37.17555556,5.11,42.77777778,411.3726391,347.58216219999997,11.74699195,1012,69.90909091,10.81818182,114.6363636,39.55,85.58909091,2.090909091,357.77045860000004,419.1823957,0.977676243,1.7673766830000002,30.65695002,4.431473784,5.589404876000001,51.375,35.865,5.32375,40.6,375.8177918,335.6908983,10.00153228
